owner,nftMint,stakedDate
9zQK8W6rFWHybWDR65AVMRgGiYwTtZTdVmX1365TUsUJ,4mH8c7UrZfw8q1XYBRoVrfx8m64aTNbqQ93PDXiM7Fo6,1693579795
428JqXgFg3yjuMoa4ZkKi7MBJLn2thvpSTH6HS2NLQC1,DHUzhMHHEhTv9Y68jCiUg4Mh6VWFehkUQzmvJmBgAyHp,1693512302
AhZJDmS76mq9afsFvhxjXNNBcYU8j13i7mBG6w9NmHUw,9q8yoqP9fHWzjh7CDtZgwikmfDjn5kc69A5iwEM3TRYu,1693693618
43eHQdYkT8YDXLWHyUn71GnhNb9Xq2y2jiqNW46Nm9ro,4DugSdeSb4x1GUpNUijGQ68D1RBhaKUdjRVBUDxFuAQH,1694016786
Dgtngk2Mr6ThABGmQQjk9V2Co29ajUbWMxfRBzSLZh9D,9RBeaRyW5Z3fquxYePfAz7U1hHRpaHFVm9nBxDXSvpHq,1699718886
G9TXH6SXZ6vh9SyNR7gMQYVpWodCk4UKiPPzEpE8u46n,HXRLtkarrrzrCjRjwUCH3bmVH2bDbk8fj16ocsQibxm1,1695997485
FtVSbfXTYUrHeLSn5SChjBPbuqcknwW3BGsEqe63JdCj,2juRWTVWjKS3vRSuQ9NonFy5mEm2ax7a99JPcSwboapV,1699688912
E4MNRP6zqgKQuoFmJEudtxwJN9f9y7gyQqi18TxmSSNK,HMhQJXFpwUGD2bk1KPCuN923pwsdgTUjnQFQ53d6ziqK,1698837647
GCnCesT48KscB92StroDGi5EoAL1Vuq8Jr9cS9RSEtRg,64VoQqKeEPQG4L9xJov3eX1Be3eZTV7SNTBgCqKSTuUY,1699734015
3jG2EYyEXrWYMAM4r9bC8sSfyLaKVAnft5zKdriQsdAT,CdzYt8zn41QLCLcLJT7TuQeP6y481Kf9ZNMfBHGKA1JX,1699756140
ErNMP3aJZWdb7YKGXZfdeVAAm9QH1XqNb4w6DceWmshf,CtvFR9FvE5ZfCrECW1VbjAhWbwYvypRdQnZX7DdKGcQS,1693511735
5iiRgPAv9gpSv6doic9i1s8a67FoGkSFSXyjX7SAcLS6,HFj5QvnBV51DhPcDj1Nwt1CoGqt43UuTiZWkqBgYLp7B,1699698024
CqA42zXaf5zXk7EW7jtCLfL2uH1efuB9GtTfjfJ2hzoq,fwT19QzRPV5xBNbuvDM5hJBBF1BHYG7h7SaWSKaEkeJ,1694020969
BMe4Aq2HyQSmRLEYJ6qrP4AC61CQQLqCmD4q4LtjaX2y,4DMXRLWHmj71AwyoAjZ37pfJU6G2R89ci7T868TGezw9,1699757038
EALVBPVj4iAdivQ1hA7J1LRr2WaMTcZTwwLZFKA4zh2C,4wM86rnd8Ukh6wPVFVe95MGeCcXFJxBNi2t9xNwYgCcr,1693581889
47n99FWHQWYobYBwX93193L8McQZzuQjhaG9Co5XMrp4,ASRzZ5sAk37UFg7v6jy9jJWbLM1Kmb1qt2YWe4whm1Di,1699730534
663BaTQdj6jndMKWpzcnvUjn5yGZ3pBhawyVCkTpjaVd,HJa3tS5hRn34ZodgqtvGU59QVhWt2eL74Q5bUQWnbDsp,1693649182
GCnCesT48KscB92StroDGi5EoAL1Vuq8Jr9cS9RSEtRg,E5LumZLXqt47PUh7ykWHdnJoDTR4w9PBAGY4YntS8Am3,1699734015
CSpFHd4pvMrDcMb49WoUktaPdZtz7RfyQCof7FunDSZL,BLwQaAq1zyCpJHFddZ4CwrRwyqEepc3HBPjMuheN4BDU,1699789741
9oFtAy9To1WTHtgY8UqZPb8V7S5RBBvJj1FwxejXWPVD,6oC9y9mLktUDHV3cbbVLmTYCvQasyu3VnaXAcMTY7kym,1694339048
CSpFHd4pvMrDcMb49WoUktaPdZtz7RfyQCof7FunDSZL,9xf4c2hMovEWHqFDkaCZHqvrxU7TKBWArpRAfumgiK5r,1699789741
71kKHFZW7NLL5Bne7PzSpb5XYeKBfDs3BjYaoP5w4NwB,EPuLCFEvB3BWiSXpBcPnPG1dyaSXiZpUYnTqquKuBkWD,1699570663
GCnCesT48KscB92StroDGi5EoAL1Vuq8Jr9cS9RSEtRg,5oRZfL9nUjFHw3zwh5sjH3nZ7y5JGZhGLx19KaXs2aQh,1699734015
9WSiuYrx1uXxTgaMfcV95aebv4n2Z68QeCt6wTwLENnG,84rKPq5ZUcXHddJqq5D1z1DnrYd9sbYeFGrg3NTG5G4q,1693510097
H5mB3XnQt6sdYvh43EUY41ANxGG7LBNScAPkYuFNQu9o,5mq2GrGGm63LmiDSR8zCsW4kRTzuuxQ4kok2QCGXoiVa,1693516029
2xmdxjo4XDmP2tGb2xQXUv5mRC52QkWdGYVu8S1ixyTr,GdtVij4c6vVWp59T1oa7pkqyy9xjuHeedyWte1UVYfFR,1693517481
CSpFHd4pvMrDcMb49WoUktaPdZtz7RfyQCof7FunDSZL,66NtjWsKYRoLwF15HKSfusKg5d1h4K8efWZxd6XCnZL6,1699789741
4eThb2W6ssE8ACvb1g6NAPYz41ybwEZ1fSLKomNAhKLB,DUfqK9mETrAQTxDBBQnoqZ2xnMy2LkhqrypzCD4xt5id,1693716463
J6DdnPdNVbTM3GTsUuAUT2m1xsnNEZDJg8gdkaSCNVUx,6eSdUNZUgCo1nTLtMWvvvG7prZLsCueYAqmxaoWSj9qv,1698678724
5aXZdi9QLt7yUbvJ7XSD4PbVCArmdrw2XvjXFp7EtsTV,HQcw2B8ap4sJ76PYsnkoEHFppaiyugK2ut4YsGyiSUkz,1693558913
9NDq7NfWzmkETDYkb9YjqsUJwRdjAKoz9At4ibFrJNWR,DaJ5APmeTDks52fKQieQ5FMECKqiW7XPe7RfedTkSjbc,1699420315
GCnCesT48KscB92StroDGi5EoAL1Vuq8Jr9cS9RSEtRg,5bQ64dFLQcSvBVUXczT6wwYkCEN4SagHyqL9m1ac2Y7C,1699734015
HeYiTogWrqkCzAtGxwZSE6c4vASTEDeWekaGNw12NDf,HZry58jf4UHeoYfEWQ33f7iDYsY1HsvgXV6MKcG4FBmk,1694080625
4dTqkUUADLzsEDv79QjBKDZsMQc4zpjtKqZBReKWwqrA,CYVeeVHNRuE6vooKtjXzmejKzQg9yFh84se5RGMRLzy6,1699702416
3jG2EYyEXrWYMAM4r9bC8sSfyLaKVAnft5zKdriQsdAT,5V9yGRvVp7Uuc5zTBu4UjazB842UdSkgqwrY6wod6UdH,1699756140
B5i5jm3irk3yG1Fjh44NPZc1VTKcu2DLutGL2U6dAaGS,8oGXRu3WqdYQUHR6Va7dGdMUVp996PwMMMbCH35eZdB7,1693575273
47p4V7HMPRi8AQeiDR2DrNjGShDn5TBF6n5ZWBTgJmZu,HJt7RVLhrTeXtrQoFv5kg5DRPLBVTRWCx1A9eCNdcmra,1693760097
DJcWuJot156vAHjwKHadydJnyV6HgTCjSYzgwQe5Cz3t,5Y75aTnko56HZRd5UhqeGNs2CiRM8RsbLc91YjTg5Hcu,1695920767
E4MNRP6zqgKQuoFmJEudtxwJN9f9y7gyQqi18TxmSSNK,8CeVaBXC4AotsMYmSCsJ86okB94oDB9UzPVM9HNFf9Wg,1698866560
sorpyYr8gyreU9s8fPxxu3Erm7XZz4JE7ynTRMFNKTg,CSrBLe8kY9nHEjjHKLHXuSznQ3cGyHq5uTFug1noYwqL,1694853759
srH1CVjwSiZGD5wKPayVKEjBcjLpa71YubSSjhifQU1,B7Yoducm4EfDwCr6ePZcmwkGF7maqaeuQgenioNZzq89,1693642319
5dngBSacz4B2JPjErQ6VjLFjQUDxabjGe4d319mfkViH,3WcijpwfeHrJutor7v1zhiaazJkGJeY4GwxuV8MzcHqf,1699038617
HR152MvyVgx8ZEec1n8Yka5nYEEfdFKc8zU1ELGKC3CC,D2zngrhfYhz8zNXjRrPjvtoJzn7Z3fCEmJUyJnN4hJQd,1693693905
o6xKEFZfAbKaEmsSLUhDmSnLG6sN5t8kx92jcoL1QfM,fuxEboChgPP163fVn9wzp8pbJED2CuRwyVts2cNDmda,1699733249
CAretnHkwB8rceHHfmQ1jamqDXBxUmhCKYfvhVZBB9oS,D5YHQNMFEUWbAgt2Q8ndVufEjqWgMVz27xKhYLJn4uWb,1693512049
336uhNgXQH8LbQDudH92eEFnBBgFTg6McbDuN3Mq6Brs,FyJ7J5dyzDxGH2EsWtUCqU4ibuj3rUzTz7Ps6o71S1KA,1699715385
