owner,nftMint,stakedDate
23JqMCdVAetGyTNXU1uBB8mb3ibbrjv36pfMb2a3LNC4,41FRcAJoQPYumgPZndeFp4mfehTrj9Lgaaoz6MyokmkA,1706179886
23qnk1Y9Yv4GKzcNhwXDKFM3vNB9Dj1b1zdHdhvFY4S8,D5xrHpMKHTqLqZA91qDSeAcv8v9VZMXAJyB3NkkVXsWd,1696284792
23wkF9Li6nnAzMvanniJR6hzS1X8rCx5Rea2Vo7PpEqi,7Luv1Mh7hbaG17hrBtnYym779d1HFCU6gpTS3G21bZRJ,1712591303
24avr92QE5FPUbiRWXwQVARuLrCuM4Y1ezzfRhx1Qtry,GoLyenEEVojKw52ZJTBcxKcJFqEC6BiR9uesapiA8gTg,1704043020
24avr92QE5FPUbiRWXwQVARuLrCuM4Y1ezzfRhx1Qtry,8QiHeDTxyXavKjQUBnbdz3R1BtqGUWBavhETh4a5Kvo1,1710286237
24avr92QE5FPUbiRWXwQVARuLrCuM4Y1ezzfRhx1Qtry,957wMgcrPozuTmFyyZm9zjtSdR9MtMDihFh3ZH6kKRFj,1710867690
24avr92QE5FPUbiRWXwQVARuLrCuM4Y1ezzfRhx1Qtry,9sW5nhWWnReNZt1QRP4pEHeYZxocjrEMnVFowRELetD2,1710867690
24gsoabrh47vMsr12FTmifD85bvTs7oi6Lnb7RpwqkCu,9WbYJ9SPTq6EbWdLQeGWUrYvuCfdRodY7uGGKrHvvk5u,1693963591
25mcm31yZD43htnWGtugCG7hr2yPtPHFvwRQbXmuVpjX,FyUszMUWUTtqGW1wnnKBGrpdVMAN6KLxMXivVr4kKxPV,1707780830
25mcm31yZD43htnWGtugCG7hr2yPtPHFvwRQbXmuVpjX,HRjNjmueeFHQcr5uWxrFX5Qpa6FFFQzgLKrteXrBxdfv,1709619430
25xLd6nUPGJrAZX8DoeDPVd1uYTghpJUiUTXtMKbEY2E,DcGBJVP4yxhpjacWtYL7Pd46e5bAi6ai7QsypPMLCJif,1702040810
26aqRSKCJybR584jTKbaruvREJWRgbxpzbEXgpdACQwx,Dim14qwdZHB4FqktmLeiTkzCHZ6L3hEhzuAWqNP2cwW9,1694223285
26UYndBoA8ZSQ3U7riWcLF5Tk2bxADXGEHQuLfE7AknT,BCyqcvWuiLav7t5nPHxBXTJ8DrupQKUvw6BEAWoNG154,1700712293
26wmwTQnyG9mKgfRowUYoYXwZujhFJ6YjE5VB2HweyqG,59y93yoxC3ravAo3h7gd633du8dTjKu1szNP4LtcmWR6,1712866981
27j1YEGXyhgE5P1khk1N5mE1xaiDEnKVvfFC5YCnaYJG,2qbNWUQjR9BV5r4FbWkPjVehoa9UbPAxAvSpnqTSkmtL,1712907786
27N4MKzeSM2YyjSrq8KKywhM987SB9dzPZnw7bLNpH4G,691wYFCeXCkRdZip5PuwPrJ3zaZsawtM3XjqTCSfVEHz,1702236914
27NRuTRfABwdnk1nsc2PxJp9ELVUuwqKSXQgDTfgjwcg,Awo3AE1h8VTskZf4xijtzgLT2qLA6n7WJamo2WvnM5aU,1712849589
28CJvLpHvtYH3feiGSHomZ3SFfVicDmnbX44iU6pKrUC,J3J5REdJnB8nqvoK3K8xvK3FWCKBmH6AdcAFS5wPr7yB,1702425647
28CJvLpHvtYH3feiGSHomZ3SFfVicDmnbX44iU6pKrUC,8H6C2tGh5Yu5jGXUbFtZ17FQTDyBAEQ4LfGA527QLXYQ,1711250053
28CJvLpHvtYH3feiGSHomZ3SFfVicDmnbX44iU6pKrUC,J2CxSJ5sDi3M9EgV4C8zoorxUogD4mKYa8XRxwyGzkvz,1711250053
28PYjqGrN7vi5c2kccYQrdhoFvqLnUGcuELPtDrYQTmb,H2MCyxpnzk9vrUjxr3JJx4VVeJgt7ByTcYATUg84iLmL,1693559607
28Yiyn4JLEtXYcpAbji1WNbQfESDQaX9VcXJ3E6fM74A,HGAaVDrwBwNGrb4DCEG3KmFAmRYLcVfmqCdvPfVZUi4p,1705360662
2976dm92KRUJS3nERBTabnSrSDmYJCHZCbWFTe5HgZ8M,EHuW5UwP2rChfSCwpWGzhMtTuTSYGhc4sZZbdY23VdzP,1702794500
29kYRhM81SFLRKPmurEcM5mWaB5Lh3ANLJtVBQPqyX28,CyVLDPLY1mcJQBtKwMqW2XR3AVamkroUL8PbMqwFZe4W,1709833982
29RBFsvowL1LZuv8S5b7jX1LrdpfNNUDiP5hovyQBSTK,5U3XgG9AZqwCNxikvYFBUp45qCXdHeknRGf1yydQMYJD,1706609469
29tp6rtd5ZdvmmN7x5Uc3xTGF6fXYohbPhZQSCHTJ84n,52FYSFgG9YmEFsnGnWtpPU6NxcQKQpeqLRn8U592jM21,1706606939
2a29TfCkfZHDFSGvRq8oNhFgVG7Ct5fFLevP5rdGen9W,4nd7L5mGvijJgWmt6px4kAmDSqBUFmBpDYYy5yPNEPzP,1708539967
2Ae7YobFAKLMYsmpLsvemMakXAnYyfPQmT29S3CwvL83,DNGi2sS51ui5Ss5RDb44toqs6kqDc8QHkttnDjuDf2xb,1708559692
2AMmn3vjhVVwu2C5URwd6vHc9bAxfT5rCWYtERQaKiwo,6r5RFP1pnGUcM6HsqpFC3ZQaE6mQx7W2hdP99m3Jeiv1,1702609333
2aR4dLSie7VJ7Hmy6z4t1ftfLJZ3Xeo5mVKQByW3SknR,9cqjpfD2mgWHHF8EyrX5XTr4VNUgJ9GGNswK8Ei31Xqe,1701975387
2Azdc7L7gV8jchpLSzFUQcfDReyH4TghabfabJhKBWjf,6qkwYyjFg5iYcZNBnTX5vWEgHAx3pkGD3zPXAGZ6J942,1708538874
2B8R2Ney2vvHpwFsV9Mu4mu1Q9wmHGGBBpXd9BhSpTZd,5gi1N94yw78LMgJYv9mRft1U4ssY9PicnCwmLvV6GRfb,1710304033
2bmRRovioicFmBEH3NHZFXUg2KP2J9QDXmE2CNYq2d63,47s1RnPyHJZDq5s367X7BYbpoDa6daCs4hP9yHpdBznw,1700601825
2bmRRovioicFmBEH3NHZFXUg2KP2J9QDXmE2CNYq2d63,6v46AXfqCGrZ8b8GnmEvgT5YmRNGgLnFGgGQmU7Sq5G9,1700606976
2bmRRovioicFmBEH3NHZFXUg2KP2J9QDXmE2CNYq2d63,DNZmLt5ueC9iRf8msnZXWg6x9H6BPMaGDHhxxrADzEJF,1700645208
2BP4aFysd8k9qZmwkiDCcEnj3kRP1CFcmnmDB2xzqhEQ,GuF5WPbhkBey1wEmKSWbBSjyia7bmaNQ47LAvQq1CSdc,1704990166
2bQTsv2p9GXFNChP4qxrcgCiNy4XGuz9mF2YCriKNTtC,Bams6RMTWckWUzBZrCjURfpgDXbP1fjbMTBg49WFeMwc,1711148434
2BucDSMzs33eoJeGdaaiHM1aCFKxZhdGTt9pMi5EC4g5,B63AQdXqL7wPPsDwexnAuK52CWxyQyj6GjFhbgUKZjJH,1712835568
2BUMVXgyGHeYdRSmbsaaurWYphCxMLFntR5gu1YxMqhf,5kvCAEpcvkwXGmyNeQZz9TaD4SvnrZETUJxC1PqVxqft,1705880543
2C2bibrAoJLSsH99PhaKCKnesPusygsLmXST2nvtLhc2,GUgngyaru3eB2CgeNb34VCgSsRMgZfVJdDTcK5NErF2X,1712671786
2C2qKfnWUFcMrawRaKAxMJPwVtDovRHLc1xvtDrVyG99,5jkC8vumtKQjQAeDC7JXhkZgQeh4s6c994opkEVGpA2r,1710734942
2cEhojqS5gkdpAXXAHbydyUBqSyhaipsAQUGqoK4wr6m,6bWqQX4mcrtBvQ9NRBimz39Cx7cyubbhQj1UZL9b43um,1712672542
2cioLFt2V1LaiNL58oi72eh8nekuhZHtRYUPMy9TRrhn,t984scuV9tDTo23oNHfznqNUsgbQYpp4n3Rpt4K4Ymz,1702370966
2cioLFt2V1LaiNL58oi72eh8nekuhZHtRYUPMy9TRrhn,4kUW2Hb47zQ5VXzfHq4QA4hXDEheHvKDrCK6iXKtbR97,1702370966
2cioLFt2V1LaiNL58oi72eh8nekuhZHtRYUPMy9TRrhn,FtrxTZUMaFQxWLiSsTUb5jNt94nBFwbfNAMpRgQWMRZH,1702370966
2CkVBUDb6fxA62yBcmY5x9XGBhM5W1r6iphJmv4PbX4f,H68E7x8kn7Ti6v5rnqM5Rv5krWdZzirnR35HNuAtFTzx,1708519345
2cmB25tEfkg9UaRzYxfHGq9M1wSF8UqESzVXbT95amyx,6UEiWs731wvwouXXFqmWcfVarHhutGecxPAwat41HNx5,1701962654
2CPpEfefHsSCRC74Xvo1S8BqkLr9qPG6NqGqD6pwBMQt,7iuvGbVLybrhTnY6bzpP9kZPTR1H1wHRBTovw6eeuzUG,1693560002
2CtcQi3cZMKTrVZy7Dh8cdXZrynL9BEGtAjMU8EpeqwR,7cF4S3jFvfxB8QfxAKpVwYA68z51XJcR1TnsjvBGt1SV,1700642843
2cuRwBX7QTfNB5553hLT9VS25Tpa547XCWY14BShG35v,AGLqjT4MytH8yc82g7B6dUHxunrmpVyKvHSefc5aSZXh,1695392869
2cuRwBX7QTfNB5553hLT9VS25Tpa547XCWY14BShG35v,7aFgELANsByXWXk3ecNhLgZXRQTnsKTxxoHm2boV2mj3,1695392869
2cuRwBX7QTfNB5553hLT9VS25Tpa547XCWY14BShG35v,73xYHKXaFx3Ko1of8VyhwfMuBK1k4zUbWjigpHCakuUu,1695392869
2cuRwBX7QTfNB5553hLT9VS25Tpa547XCWY14BShG35v,7sKRXLQqLhmNmXRJ3iAQBDzFEUexWj8NcLTnZbjz79qb,1695392960
2CWsjuGAF4e5G9b6tGsoTh58BuVBZRyhYA7VsUxmp5Du,7LmHrwW6pL1G3XsJJACdqFkE9deMoZPiKAk25stVdHo2,1694017609
2CxcCab4DFhPQKfNTtfGMkWRndreF5DevYjvDeCv3ovX,63aQSjJiK3nujmqNQk78dz7eoiFtqZX1rvWJJECRPh2e,1702919090
2cYEdrq6qd6XCWVEHoHjRq32gbZnKBtTFJdkfFwcARAL,EjU4FoazNogHAsksB8SKsUKXnDUZgsVTUsK4WLxTMMRR,1712762106
2d2aXRJzh86TRT9t7puZWBN8cC1EaZu9iq2AjQE7MgUJ,FRHkXPLiDLcrzvmqc5YtK1ssz7VUdZWrVLtv1xLAi2eH,1712881158
2d6LDxbEsVZzhZBQWv66HzevLSFRadX4QoeCC1pLrm6s,draPWSmQpigxj1Ltm3Wdz78GYL3HsikxHefbaNvL4AA,1710902865
2DsZCYZNmyMKPBdHvNGscmBSivoy69EdaYiU9Upc2TUk,HHeYBucYchnk3qofxeak69PqBNb6prKYV4uWBYPBQiax,1709780642
2duUqSTGc2wiu6ms4mGFbbMhPEBwJ6zB2K344WFqhhD4,DReMj28d7TqrdgTZ6NnHG6t18G7wPZGgdghSudRagXtA,1707470846
2dzqZWxWYZCnGJzKACjGtxCpDjDV23BKSd7WpvBAqfxR,EkQABcxJVLQcWDSXNiEJpULYnoQvH9dgw4EP9zbFT7Ab,1703046395
2E7rv3FP2uVU5VGv7FeZrXVphyH3dtJvAQfnKuRRUM3U,BAvZVVBPZZSBbbgY4kpzdKhja8ATKKDRsCumdzDBvtKU,1706171236
2eAYJ1TnTQNnS59hsUNBDggEWHc7YWm9tfkzXNbL5wBa,CzTP4fUbdfgKzwE6T94hsYV7NWf1SzuCCsmJ6RP1xsDw,1694962620
2eAYJ1TnTQNnS59hsUNBDggEWHc7YWm9tfkzXNbL5wBa,DrGg8Exa6rVrq3X2Q9sHiGorqHb3CJm1Dt8x24CaSD7r,1697744993
2eAYJ1TnTQNnS59hsUNBDggEWHc7YWm9tfkzXNbL5wBa,BHF2W3MgC8bHUA735hJajEcxMck1KN4WpzgXc3HACi1y,1697744993
2edcEQc3CiRXZXgchaPBqURqeE9MoVwjfrUAJLmrEoim,FABQCrq7QCVzNWDudqLvNCMLqp3PN9uqYfX1vJfiHyBY,1699899878
2EdVe6CrGeMVferTMQTqfXddP594GuoWvMFFEqu22tfi,Aj1BNS1PMHjCfF6auM1Sd1EaH9noFBnFezU6wJfTqmE8,1707315588
2ehe2n6ihNw38WBc6NBMGEr4GMRdBQpY2v8GBLQYyJu8,AxiugXKDH46G4xvViNeDPs19rTs1kwVBmST7NgyRb6UG,1699679341
2emuWKCNC7J343PVvWq65ddC7R1xPYZA5M48YFsnY7CW,8SBSpKXgEUSdy1MBbT2FrufJN19AUQCupDesd2HojqKF,1696255288
2eZ67KLwZzFFsQk54i6yHHh9XGDyxFJ7aZiap8hfAtyk,35kYPexAB8spE15EDbHg7sCxkvooqE8a16ij33xTPFEw,1709543267
2fBaDqawwv4Xe1wkW3DwxMqsskK2TNNFi8SGBjCExekC,3HDsjMxwf3o2dHt6LP8mhKZxREduR2y5ysT2HWzRaRyn,1700780744
2fhVRoaTnsTumWr1PcYmeNzgy23nFRHSwZibqrgTffwd,3wZBnxdQAQj4AE5HLTR2pQ5eKaS5VuqTAwoC9zfSdqXV,1700601495
2fhVRoaTnsTumWr1PcYmeNzgy23nFRHSwZibqrgTffwd,7UzLZ5o8k3KHisACiwQYkueByqDZEXZE94cBcbsEwJ61,1701306381
2FjiXLABj4rKtLwiFaCDgLgJHnr9dtT695tPLUPS8s61,DnayN1a2BcKvsX9WfJa9KkqWaYD9FNnyWXcAN2Qxuov7,1701104191
2fpcHPrUC1ouEUro2ek7x4285RaJKaGoc1Ev6FdJPKVa,HfKV2hXMQYZy6ERCsZBm1TN3rXtPYJT3yfo4LGjHFPQo,1707456908
2fQ79p59ak5BaUFCRNyQBzw1oE4C24oGV7PCc6GbE7VK,L5MXC9HGnfE15yRar9oagX8Eq5t2YQBbmXEMEYmZmXY,1702046879
2fQ79p59ak5BaUFCRNyQBzw1oE4C24oGV7PCc6GbE7VK,GCsT5cEb1VuD6MmpVdxpHMAwx1korLD4jgXFVNizqPwS,1702092183
2fQ9rYsqub7fw4EeaKVoY1Ub2YdXMAqmqG5SKWTuXEaH,2LxFgT5fdWgJTt1MJicdTxReNb6tUANJgUdXTLmwhCCu,1702945710
2fRVngbQPZAo66HYPTckkSHT6XeDKmypR2fnA2pDEAiC,7S5BPMn5KVRaz48sVw9L8psudg4CWzgPBw6dUToLmG4e,1701192712
2FsQJELBKsjgcHmdkvMNZLnNDajepB2WhyJoboi6Yq7f,G436fgV69L4K9AQKQfa5LVcBQ5bnj2M1tfDhw6FZhdCM,1699926231
2FsQJELBKsjgcHmdkvMNZLnNDajepB2WhyJoboi6Yq7f,5KbSLQetharNwirPUxRgUVeRYeu8bbHWmydAjjka7F2t,1703397082
2FzmNkUHJq95xTKRqsc558qRfUud4xzrWEGjg17NPuYd,Bq9GW9zuLpAug7iyLnZsfDNC2FYXMu1pP1YT4UKEdTHL,1693507887
2G1s6WygWdZpyDL8t3sRyPA4hW97EjFMxwyJcq2u6DiK,AtmWxkC1q4XXwjPC4s5ZcgXP9gM4S7sGT6AETCd8WB6h,1705972439
2G2p2nVR3Y4tRAVFyJmHG7BwMWq7KT2GSCKwzzd6RB2Z,AJyvdH7JKQZpMckR6vYbG7tNxgk2QB85zgFQa8DQ8YqG,1707737100
2gb7r3xs6mQcVT2V2Anfi3CPFRJu4XszyK6yiM7vzFaZ,HNaTZmMort3nSVLugwN13SpPbr3Lo5FbUGXNRSVLMAV8,1704741724
2ggHQf3JTNZop1KmtuYYMUMgUvdiWbpesA4D5MiTySeH,APk4pPZxb8WokHK2Q5Y9YKGu4efcWo63f1K4gEcFNRFW,1699918918
2GMKNHakMHA8eMbN3pLWofHdrFHMygGJr6fxSBWT8FQP,9hH1B1GJ23NNvmhY1ZWHiiJXfsYMDRdCDjRgNt5Ces5G,1701103700
2gU9GSpidNXULwAkEsdU4Wr1QHM4dGPeAxCwNkFYgFDn,24LFsJToHR31CQW7inZz8Q3GdMgkeqy6zFYyjVUPgjvB,1710735127
2gvX28DQqKRenRvPhHdPX3nzQjCUXaQvgt7BV2qS57SB,He5qMM2DHxikzpqV6GZKG3932XQdDAMELpdSgsEhWBym,1710374673
2GZ6YGW6cS8z7pBW7sYm9puwwL9EhTDsvQZNJ4amatzN,FQo8C133xDtjjC4XjmB9orWdWGwAD7j7PG4vzSyfgbUF,1701988314
2H1XMqiuzmBQWkrfLogamu15mNMgkVYa6a4x9Gud6ht3,5iY6rgC2jVEZftJJ99Jx4nhE98VHouky6XPZmSHsZYg3,1699981763
2H1XMqiuzmBQWkrfLogamu15mNMgkVYa6a4x9Gud6ht3,3aysvMx6WzoN1RAoTZKofwK2j86PH2zwUmJuKL56jV94,1699981763
2H1XMqiuzmBQWkrfLogamu15mNMgkVYa6a4x9Gud6ht3,DaJMrNwmkTUYL1ZqSKacL8Sc958RMMKTF6ozqtsEEoiQ,1699981913
2H1XMqiuzmBQWkrfLogamu15mNMgkVYa6a4x9Gud6ht3,ADxi3FujUpmHm5w4irN2z9bBhZqqdmVQjFhbYVRGiNc1,1699998033
2H1XMqiuzmBQWkrfLogamu15mNMgkVYa6a4x9Gud6ht3,9fjmrkwwyFBNX2wYLMa7eHrPc2WVrBpBFnfd5hHYMrGz,1699998033
2H1XMqiuzmBQWkrfLogamu15mNMgkVYa6a4x9Gud6ht3,3hfVkpRKFqLjKTXNcdVWxdneH4AHx8TK148GytvJLWq9,1700157935
2H1XMqiuzmBQWkrfLogamu15mNMgkVYa6a4x9Gud6ht3,47MPZq1vdj7apxm1Ydyf5PMVjX4yBgDHnf4rR98WVqfj,1700171642
2H1XMqiuzmBQWkrfLogamu15mNMgkVYa6a4x9Gud6ht3,8Eos4747JxRBUt27h6RHPS73ZETCNpRqhJ75ThkBYCvt,1700171642
2H1XMqiuzmBQWkrfLogamu15mNMgkVYa6a4x9Gud6ht3,69mvBtg9xQ1JoJZuBp4voeX61uHd2FNRwYu2AD8UZ9Gn,1700171642
2H1XMqiuzmBQWkrfLogamu15mNMgkVYa6a4x9Gud6ht3,D5F62xJcMeLwsM5SDtW4crHoxKkaVJKyZYxLeviNSUZ5,1700172424
2H1XMqiuzmBQWkrfLogamu15mNMgkVYa6a4x9Gud6ht3,BpjAYgvnTTiZnQFztnM6TUDouKKUa96kCfYe9gAxLTgF,1710259741
2H488vcsWmoEMqPty7TBiAdM6ivBArj6j1Wy5sdJwBgT,AsGMN3oqVZUZBYLkexCWrkQaZgkczK9mxprjNsiUNo5f,1712783477
2habCTqG69kJ9R53KNPk24qVD2deHQffW4KdSPT8BH7n,4rTn6ZFuyfEU5yXTCKxq9BxWfd1Vd4gdwxy9HTtawuhU,1701109291
2hEdzWiQUtzGCmi35CcByyXKWNhmi6YrYoECF3j8o17c,3qppuPct3HA4TSo8Au7jttjYsJy7CY4KTUKYJK6Akcnq,1702511688
